estrofes,emocoes
"Pelicano, águia 2, águia dourada, globo cop,  Joga um do telhado pro repórter.  A cúpula de segurança mobilizou 2 mil covardes,  1,2,3 batalhões, goe, rota, garra, gate.  ",raiva/desgosto
"Os agentes fazem cordão de mãos dadas,  Sabem que invasão pra carcereiro é caixão de lata.  Tem a febre do que de peruca não fugiu com a visita,  Duck não saiu com o falso oficial de justiça.  ",raiva/desgosto
"Pro instituto butantã qual o veneno mais nocivo?  O preso que mata do diretinho ou o roberto marinho?  Sem 1 real pra 3 por 4 pro documento,  De 308 mil presos reincide 60%.  ",raiva/desgosto
"Cortaram a luz e a água, vai tomar no cú gambé,  Chupa aqui, o fim do motim não vai ser capa da istoé.  Negociador de elite, só temos uma reivindicação,  Espera cair o último inimigo que acaba a rebelião.",raiva/desgosto
"Sei interpretar o sonho do fuzil automático,  quis vender droga com meu logo no plástico.  Invandir a freqüência dos coxinhas no rádio amador,  cola na boca e sua cabeça vai no isopor pro governador.  ",raiva/desgosto
"O homem com a mente é capaz de dobrar garfo,  faz fugir pro exterior a família do empresário.  Preferi citar Hendrix, Maradona, Garrincha,  alertar a favela sobre o álcool e a cocaína.  ",raiva/desgosto
"Aí senhor projeto homem não dá prêmio de inventor,  Ele quer o que o gambé esmaga com rolo compressor.  No insinerador só o que ele cultiva pra se destruir,  O que faz bisturi tira bala na UTI.  ",raiva/desgosto
"Na água que você criou que jesus andou,  Navio negreiro navegou matou pela cor.  Depois da senzala tortura é na favela,  Hitler morreu mas tô no gueto judeu da nova era.  ",raiva/desgosto
"Não é pra curar aids cancer a tecnologia,  Pro internauta trocar foto de pedofilia.  Só vejo a solução eficaz no nosso caso,  Um meteóro tipo aquele que extinguiu os dinossauros.",raiva/desgosto
"O caça com ogiva nuclear esconde a lua,  No lago em vez de peixe 2 cuzão e uma viatura.  Luva de borracha osso na sacola plástica,  Mais um cemitério clandestino perto da minha casa.  ",raiva/desgosto
"Talvez na vida passada tive orelha cortada,  no rosto um F feito em brasa por fugir da senzala.  Ficou os resíduos cármicos da minha reencarnação,  e hoje eu que marco o doutor com o F de Facção.  ",raiva/desgosto
"No epicentro da tragédia sou livro de auto ajuda,  não ensino dar flor a quem te ataca de bazuca.  Mutilado de guerra sem vocação pra pinóquio,  meu oásis é sonda eletrodo, antibiótico.  ",raiva/desgosto
"No vale dos ossos secos que eu piso  ossos não ganham carne tendões, nem espírito.  Ganham circulo de aço de pneu queimado,  viram aroma de churrasco de humano calcinado.",raiva/desgosto
"Eles querem que alguém  Que vem de onde nóis vem  Seja mais humilde, baixa a cabeça  Nunca revide, finja que esqueceu a coisa toda  Eu quero é que eles se-!",raiva/desgosto
"Choveu semente e cresceu uma planta  Isso tudo fez chover polícia  Encheram um ônibus só com os mais bronca  Fecharam mentes jovens, avenidas  ",raiva/desgosto
A luz ele provera  E cre quem vive vera  Porque é presciso acelera  Meu rap causa colera  Verso vai fogo e povora...  Favela pode apavora,raiva/desgosto
"Mãos na cabeça o mão branca armou  Algemas prende a mão de um sonhador  Mãos negras, sinfonia funk  As mãos do rap não usam Mont Blanc  ",raiva/desgosto
"Enquanto Zumbi trabalha cortando cana  Na zona da mata Pernambucana  Oloroke vende carne de segunda, a segunda  Ninguém vive aqui com a bunda preta pra cima  Tá me ouvindo bem?  ",raiva/desgosto
Enquanto Obatalá faz serviço pra muita gente  Não levanta um saco de cimento  Tá me ouvindo bem?  Enquanto o Olorum trabalha como cobrador de ônibus  ,raiva/desgosto
"Banha meu símbolo, guarda meu manto que eu vou subir como rei  Cês vive da minha cicatriz, eu tô pra ver sangrar o que eu sangrei  Com a mente a milhão, livre como Kunta Kinte, eu vou ser o que eu quiser  Tá pra nascer playboy pra entender o que foi ter as corrente no pé  ",raiva/desgosto
"Falsos quanto Kleber Aran, os vazio abraça  La Revolução tucana, hip-hop reaça  Doce na boca, lança perfume na mão, manda o mundo se foder  São os nóia da Faria Lima, jão, é a Cracolândia Blasé  ",raiva/desgosto
"Jesus de polo listrada, no corre, corte degradê  Descola o poster do 2pac, que cês nunca vão ser  Original favela, Golden Era, rua no mic  Hoje os boy paga de 'drão, ontem nóis tomava seus Nike  ",raiva/desgosto
"Os vira lata de vila, e os pitbull de portão  Muzzike, o filho de faxineira, eu passo o rodo nesses cuzão  Ando com a morte no bolso, espinhos no meu coração  As hiena tão rindo de quê, se o rei da savana é o leão?",raiva/desgosto
E vá representar uma ameaça de democratização  Do ensino do primeiro grau  E se esse mesmo deputado defender a adoção da pena capital  E o venerável cardeal disser que vê tanto espírito no feto  ,raiva/desgosto
"E nenhum no marginal  E se, ao furar o sinal, o velho sinal vermelho habitual  Notar um homem mijando na esquina da rua sobre um saco  Brilhante de lixo do Leblon  E quando ouvir o silêncio sorridente de São Paulo  Diante da chacina...",raiva/desgosto
"Eles são coisas estranhas, vivem num mundo invertido  Burocrata pra agir como bandido  Se eu tivesse um Death Note, colocaria vários nomes  Pra fuder também quem nos deixar fudido (diz)  ",raiva/desgosto
"Liberto como Django Livre  A revolta da chibata mais Favela Vive  Proibido proibir, falar de racismo  Mimimi é de quem chama de vitimismo  ",raiva/desgosto
"Para que os inimigo não venham entrar na nossa direção  Nós estamos de olho em cada movimento da oposição  Continua fluindo positivamente na nossa canção  (Não tenta, não, só pega a visão)  ",raiva/desgosto
"Prefiro estar com ela, num rolé à beira-mar  Na carreta muito louco, ouvindo Anderson Paak  Eu sei que é muito foda, nosso barulho incomoda  Isso é coisa preto, na visão de Willian Waack",raiva/desgosto
"O tiro que mata, mira no alvo certo  Nem tudo que é escravo, é liberto  Inimigo é de graça, da porta não passa  Santa protetora tá sempre por perto dando proteção  ",raiva/desgosto
"Não é somente a favela que é condenada a viver a luz de vela  Tática de guerra, tiro, lama e terra capitão do mato seco pra atirar e não erra.  Depois que descobre que o cara deitado no chão era inocente  Revolta na mente, favela que sente.  ",raiva/desgosto
Ódio toma conta de muita gente  Todo mundo pra rua querendo botar fogo no pneu  Querem se manifestar porque alguém morreu  Somente vai chorar quem sabe o que perdeu.  ,raiva/desgosto
"Se pegar te esculacha, bomba de gás, bala de borracha.  A manifestação que era para ser contra a violência  Deixa mais feridos como conseqüência  Bota a mulecada para casa  ",raiva/desgosto
Tira o pino da granada de efeito moral  Nessa hora todo mundo apanha igual marginal  E chega o BOPE de preto botando geral pra correr  Segue avuado se não quer morrer  ,raiva/desgosto
A porrada que bate na cara não dói no playboy burguês só dói em mim  Programado pra matar  (pá - pá)  Atira e depois vai perguntar  ,raiva/desgosto
"Não tem padrão nem clichê  A minha visão, é livre!  Há quem, diga, que minha vida  Pra você não é ideal  Ideal, ideal, ideal  Mas vem comigo que eu te passo a visão",raiva/desgosto
"São tribos inimigas, exércitos e fronteiras  São guerras, são brigas, quebradas são ruas  E ruas virando trincheiras  E se trombar, nós vai cobrar  Quer olho por olho, dente por dente",raiva/desgosto
"Não, não na minha gestão, chapa  Abaixa sua lança-faca, espingarda faiada  Meia volta na Barja, Europa se prostra  Sem ideia torta no rap, eu vou na frente da tropa",raiva/desgosto
"O clima é tenso a chance é muito pouca,  Vou terminar o dia com um tiro na boca.  Sente o ódio do diabo que você ajudou a criar,  Agora dono do jato é muito tarde pra chorar.",raiva/desgosto
"Deita porra, quero dólar, brilhante, gargantilha,  tô seguindo os capítulos da sua cartilha.  Pedra no pé, te jogo no mar, sem pista pra polícia,  seu sangue no cálice é a vitória, como prega sua Bíblia.",raiva/desgosto
Vejo o descontrolado perder a razão  Não vem de papo furado que seu caô  Tá manjado eu sou Kamilla e tu respeita  A rima do meu irmão  ,raiva/desgosto
É do nosso jeito a chapa é preta  Transformar o gueto com o poder de uma caneta  Papo reto nem sempre lógico  Inimigo ri pra testar psicológico  ,raiva/desgosto
"Só, não me sinto só to no coletivo militante ativo mantendo o sonho bem vivo  Vivo minha cabeça, sigo minha conduta  Sem me entender guiar por nenhum (filha da puta)  ",raiva/desgosto
"Dizer que me odeia, é fácil diga quem tu ama  Despedida do Bush ou a vitória do Obama  Quer ver a molecada se vestindo bacana  Só quando tão de fuzil na trincheira tipo Osama",raiva/desgosto
"Tamo tomando espaço que é nosso  Sai da minha frente não me barrera, fique na sua  E não se meta com a gente  Na rota do objetivo então  ",raiva/desgosto
"Transformação quando visto meu manto  Hora do combate,  Então enxugue o seu pranto  Vivo o que canto,  ",raiva/desgosto
"Meu orgulho talvez cause espanto,  Balanço e levanto,  Por isso eu to de pé.  Reto e direto pra quebrar o encanto  ",raiva/desgosto
"rima é ação de unir o útil ao agradável  minha escolha de vida, meu prazer inexplicável  rimar, é crer pra mim que ainda existe esperança  é a arte marginalizada que quer ver mudança  ",raiva/desgosto
"16 é a média  Deus tá vendo, eu acredito  Sou detrito  Que tira o sono do doutor",raiva/desgosto
"1993, fundidamente voltando, Racionais  Usando e abusando da nossa liberdade de expressão  Um dos poucos direitos que o jovem negro ainda tem nesse país  Você está entrando no mundo da informação, auto-conhecimento, denúncia e diversão ",raiva/desgosto
Mas o que adianta sonhar com esse futuro  Se a merda da esperança sempre acaba no túmulo  País do futebol mostra supremacia  Distribui nas escolas leite em pó pra família  ,raiva/desgosto
Aí presidente que se diz vindo do povo  Quando vir um menor de rua olhe bem pro seu rosto  Vai ver que nele existe a pura decepção  As orações na madrugada infelizmente foram em vão  ,raiva/desgosto
"O aprendizado livro novo foram por água a baixo.  Só sobrou o trabalho escravo e a limpeza do vidro do carro  Ou morrer como indigente no solo da mãe gentil  Entre outros mil foi só mais um, pátria podre brasil",raiva/desgosto
Lutamos pela igualdade pela melhoria  O mérito do alimento e o pão nosso de cada dia  Na porra do hospital um merecido tratamento  Não ser ignorado como um cão sarnento  ,raiva/desgosto
"30 quilos mais magro, vai vendo  O resultado é pura essência do veneno  O vício tira a calma, a cabreiragem me acelera  O demônio rouba a alma, o inferno me sequestra",raiva/desgosto
"352 no coco, é o esquema do jogo  na preleção o plano das barra de ouro  Faço jus a falta de musica, e arte cênica  Mobilizando a policia a mostrar serviço pra imprensa  ",raiva/desgosto
"Abraça dono de mercado, beija o comerciante  Pra ganhar café, coxinha, refrigerante  E o poder paralelo diz a hora de ir pra rua  Fecha a escola, capota a Blazer, metralha a prefeitura  ",raiva/desgosto
"Nosso médico no açougue, aprendeu só medicina  Se quebro o pé volto com, bisturi na barriga  No chão mais distante do aparelho doestado  Repórter vem com a câmera e acaba carbonizado",raiva/desgosto
"Cresceu o pântano em reação, desastre não natural  E d'um casulo surgiu uma espécie em meio ao lamaçal  A munição da CBC foi útero pro embrião  Da geração dos homem-bomba com fuzil de precisão  ",raiva/desgosto
Hoje o tórax aberto é do chefe de polícia  Pra pressionarem o coração na massagem cardíaca  Juiz que condenou tem 20 guarda costas  Só pelo MSN vai ver a família escondida na Europa  ,raiva/desgosto
"Sem tecnologia nuclear, restou Protus e Sonar  Criamos ogiva R.A.P. da nossa bomba H  Em parasitologia fizemos doutorado  Pra enfrentar verme por verme até os não catalogados  ",raiva/desgosto
Ignorantes que vendem matéria prima pro exterior  Pra depois comprar umas mil vezes mais cara como  computador  Rap é o Midas que transforma morte em vida  Tirou do Eduardo a G3 com a sigla da quadrilha  ,raiva/desgosto
"Sem ele quantos mais abririam fogo  Na blazer do Garra com AK banhada a ouro  Vai gringo filho-da-puta pro chão!  Se o rap incitasse o crime, Bush em São Paulo  Ganhava o translado do seu corpo pro Pentágono  ",raiva/desgosto
"nada difere o fabricante de bebida do de arma  os dois vende velório na caixa, lucram com a sua desgraça  vejo o denarq prender o vendedor de Cocaina  e deixar livre o de Ferrari que te mata com pinga  ",raiva/desgosto
"me acalmei liguei um vizinho com Voyage  pra enfermeira dei o àlibi, caiu da lage  voltei passei Kaol no Oitão com a flanela  pus 6 no tambor esperei na janela  ",raiva/desgosto
chegou de madrugada pediu perdão pra mim  cuspi na cara tirei e ri quando vi ele cair  mesmo indo pra cadeia sinto um puta alivio  aí se teu pai te trocou pelo Alcool abre o peito dele com um tiro,raiva/desgosto
A barra da minha saia  Foi você que ma queimou  A barra da minha saia  Foi você que ma queimou  ,raiva/desgosto
Com a ponta do cigarro  Quando comigo dançou  Com a ponta do cigarro  Quando comigo dançou,raiva/desgosto
A barra da minha saia  Foi você que ma queimou  Com a ponta do cigarro  Quando comigo dançou,raiva/desgosto
"Direto do cachoeira, madeira num pago nunca  E as rima que chega bate num (?)  A gente que brinca com cada palavrinha  Tem as musicas sua, Morô, essa é a minha",raiva/desgosto
"A bíblia não é escudo, é manual pra libertação  Siga o exemplo de são jorge, espada no dragão  Não espera a justiça do homem ela é podre, é cega  Queria dar nobel pro Bush, que promove a guerra",raiva/desgosto
Em ver a mãe presa no EXTRA roubando cosmético  E ligar extorquindo cartão telefônico do comércio.  Que tal cê dando audiência pra novela das oito  Moscando nas fofoca da bicha do LEÃO LOBO.  ,raiva/desgosto
"Respirando por aparelho o rival enquadra e atira em mim,  Depois no bar em 15 minutos, ri, joga pimbolim.  Aqui se o teste de gravidez der positivo  A mina sonha com alguém pra comprar seu filho.",raiva/desgosto
"A boca só se cala quando o tiro acerta  Eu sou o sangue, o defunto, no chão da favela  A oração da tia sem comida, o mendigo com a perna cheia de feridas  Eu rimo ao ladrão que mata o playboy, o viciado que toma tiro  Do gambé do boy  O detento que corta o pescoço do refém, o alcoólatra no bar  Bebendo 51 também",raiva/desgosto
A burguesia não tem charme nem é discreta  Com suas perucas de cabelos de boneca  A burguesia quer ser sócia do Country  A burguesia quer ir a New York fazer compras,raiva/desgosto
A cachaça/Tá parada  Rejeitada/No barril  O alambique/Tem chilique  Contra o Banco/Do Brasil,raiva/desgosto
"A cada parto  A cada luto  A cada perda  A cada lucro  O sol que dura, só um dia  A cada dia, o sol diário  Contra o que for hereditário.  Contra o que for hereditário.",raiva/desgosto
A campanha da TV me mostra como um burro  Que na escola vai repetir ser mau aluno  Em nenhum comercial o cuzão publicitário  Me expõe como vítima do trafico  ,raiva/desgosto
Aqui só é humilhado pobre que usa droga  Nunca o boy dono da plantação de coca  A lente não faz foco em condutor de Maranello  Com personal trainer e endereço em Campo Belo  ,raiva/desgosto
Filma aí o gambe trazendo crack pra eu vender  Recebendo divida com moto e DVD  Governo omisso mete areia com campanha falsa  Que resulta em carne envenenada no seu cão de guarda  ,raiva/desgosto
E você asfixiado com gás que sai do forno  Pra eu trocar por 5g seu vinho do porto  Se viciado é criminoso tão tudo perdido  Tratamento clinico não é choque no distrito  ,raiva/desgosto
Com meu pinto eletrocutado eu não vou ser recuperado  Vou entrar 16 sair 121 graduado  O moleque com a cola do lado do chafariz  Só incomoda quando tá com a PT no seu nariz  ,raiva/desgosto
"a vitrine do crime, com carro ouro no pescoço  atrai mais o moleque que o fogão sem almoço  não quero vassoura igual meu pai vou ser tipo os manos da rua  invadir o condomínio deita filho da puta  ",raiva/desgosto
eduardo dum dum erick 12 facção  não canto esperança porque não vendo ilusão  malote na mão vigia no chão pow pow  a luz do fim do túnel apagou  ,raiva/desgosto
 a luz do fim do túnel apagou  caixão lacrado glock no doutor  a luz do fim do túnel apagou  malote na mão vigia no chão pow pow  ,raiva/desgosto
fhc pega sua arma seu crack e vai pro inferno  poe bolha na colher e faz presença pro seu neto  quem sabe o excluído invada sua fazenda  te de facada te ponha uma venda e assim você entenda  ,raiva/desgosto
que por dinheiro o ladrão pega o galão de gasolina  incendeia a criança que seje sua família  não tem livro na favela biblioteca  sem centro cultural só estilete na cara da cela  ,raiva/desgosto
condenados ao segundo grau no maximo  a faxineira gritar assalto pro empresário  4 da manhã esmagado no buso até o centro  pra no final do mês não ter um grão de alimento  ,raiva/desgosto
"o projeto uma escola a cada 4 presídios  deu 180 mil presos resultado atingido  sofre vendo o boy chorando, cena de terror  a luz do fim do túnel pow pow apagou  ",raiva/desgosto
 a luz do fim do túnel apagou  caixão lacrado glock no doutor  a luz do fim do túnel apagou  malote na mão vigia no chão pow pow....,raiva/desgosto
A chance eu vou te dar  Figure what's on my mind  E o tempo vai passar  But not this time,raiva/desgosto
A Chiquita que não era bacana  Kátia Flávia sozinha na cama  Amélia vaidosa  Conceição rica e famosa  Meu amor é tão urgente!,raiva/desgosto
"A construção humana é matéria concreta que só Deus destrói,  Não adianta pedradas que o que vem de baixo não me atinge, não dói  Sou obra boa, sou arte divina não me quebro à toa  Onde escorreguei ainda ficou lodo pra alguém escorregar",raiva/desgosto
"onde pessoas morrem por conta da cor  Com sobrenome comum não temos valor  Artista câo, que fala de amor  Não fecha com nois nem na hora da dor  ",raiva/desgosto
A delação é premiada não pega nada  Quem caguetou fica solto por aí  Cuspindo na nossa cara impunemente  Sem constrangimento na hora de pedir seu voto de novo  ,raiva/desgosto
"Só conto contigo no fechamento comigo  Aqui dentro vários traíra, vagabundo conspira  Coloca na bola da vez fabricando mentira  Dessa vez o advogado não me tira ",raiva/desgosto
Prepare a sua sepultura caso seja otário;  Vai se fingir de inocente e a casa cai ao contrário;  As tentações se multiplicam devido á pobreza;  Não precisa ser marginal se tiver rango na mesa;  ,raiva/desgosto
"A fala tem sotaque nem sempre o que se tem pra  Oferecer é chiclete, bala bombom refri chocolate  O bagulho é doidão nego aborta a missão  Depois que maldito dinheiro vem na mão  ",raiva/desgosto
Faz quem era irmão muda de opinião  Querer ser malandro é coisa de bundão  Eu to aqui vivendo a vida real  Real vida comigo mesmo sendo leal  E na ativa pisando na cabeça do traíra  Desorientado que se perde na própria mentira,raiva/desgosto
"A falsa baiana quando entra no samba  Ninguém se incomoda, ninguém bate palma  Ninguém abre a roda, ninguém grita ôba  Salve a bahia, senhor",raiva/desgosto
"A falsa limpou a minha carteira  Maneira, pagou a nossa despesa  Beleza, na hora do bom me deixa, se queixa  A gueixa  Que coisa mais amorosa  A Rosa",raiva/desgosto
"porque o crime não é o creme bota a cara mister M  qualé mané o que que há, vacilou virou munrá  porque o crime não é o creme bota a cara mister M  qualé mané o que que há vacilou virou munrá",raiva/desgosto
As ruas cheias de gente procurando  Comprando e vendendo coisas  É importante se ir ao inferno  Ficar uma semana,raiva/desgosto
"A favor do inimigo repressão desinformação, o domínio dos dois  Caminhos pra revolução. caminho um a voz do povo aqui não é a  Voz de deus, se tua casa é de caixote de feira problema seu  Tanto faz sua filha no motel ganhando trocado, tanto faz seu  ",raiva/desgosto
"Pra você toma UZI e me diz quem tem que morrer, não adianta ser  Milhões se não somos um, ação coletiva, objetivo comum, discurso  Ou revólver não interessa a opção sem união é impossível a revolução",raiva/desgosto
A felicidade é zen  Ninguém toma  Ninguém doa  Nem pede a ninguém,raiva/desgosto
A fome e a raiva é coisa dos homem É coisa dos homem  É coisa dos homem  A raiva e a fome,raiva/desgosto
A fome está em toda parte  Mas a gente come  Levando a vida na arte,raiva/desgosto
"A gente é torto igual Garrincha e Aleijadinho  Ninguém precisa consertar  Se não der certo, a gente se vira sozinho  Decerto então nada vai dar",raiva/desgosto
"A gente é torto igual Garrincha e Aleijadinho  Ninguém precisa consertar  Se não der certo, a gente se vira sozinho  Decerto então nada vai dar",raiva/desgosto
"A gente é torto igual Garrincha e Aleijadinho  Ninguém precisa consertar  Se não der certo, a gente se virar sozinho  Decerto então nunca vai dar",raiva/desgosto
A gente explode se for campeão  Depois se fode na eleição  A gente perde a copa e aprende  A eleger quem é honesto e competente,raiva/desgosto
A gente grande a gente prende no banheiro   Nào deixe no terreiro   Que é pra não incomodar.   As criancinhas gostam de brincar sozinhas   ,raiva/desgosto
"Lá vem a gente grande que é pra mode chatear.   Zulmira, Zulmira   Tranca elas no banheiro   Não deixe no terreiro   Que é pra não incomodar.",raiva/desgosto
A gente não quer só comer  A gente quer comer e quer fazer amor  A gente não quer só comer  A gente quer prazer pra aliviar a dor,raiva/desgosto
"A gente não quer só comida  A gente quer bebida, diversão, balé  A gente não quer só comida  A gente quer a vida como a vida quer",raiva/desgosto
"A gente não quer só comida  A gente quer comida, diversão e arte  A gente não quer só comida  A gente quer saída para qualquer parte",raiva/desgosto
A gente não quer só dinheiro  A gente quer dinheiro e felicidade  A gente não quer só dinheiro  A gente quer inteiro e não pela metade,raiva/desgosto
"Arma branca pra cima de você em qualquer circunstância,  Arma na mão de adulto, arma na mão de criança,  Várias, várias, diversificadas,  Mas a maior arma do ser é a mente engatilhada,  ",raiva/desgosto
"Desperta o instinto, o psico que mata,  Quem criou o calibre criou a guerra,  Criaram as diferenças entre os habitantes desta terra,  Imensa diferença social,  ",raiva/desgosto
"A Justiça Criminal é implacável  Tiram sua liberdade, família e moral  Mesmo longe do sistema carcerário  Te chamarão para sempre de ex presidiário  ",raiva/desgosto
"Não confio na polícia, raça do caralho.  Se eles me acham baleado na calçada  Chutam minha cara e cospem em mim é  Eu sangraria até a morte  Já era, um abraço!.  Por isso a minha segurança eu mesmo faço",raiva/desgosto
"Daqui eu vejo tudo a rotina jorra sangue  500 cilindradas na garagem do traficante  Ladrão bem sucedido, cercado de vagabunda  Eu de tenis fudido, pagando veneno na chuva  ",raiva/desgosto
"(mundo periculoso) sistema venenoso  Onde incentivam descarrega meu tiro no outro morro  Correndo atras de fama, status de bandido  E desfila com uma piranha, num carro convercivel  ",raiva/desgosto
Segui o livro maldito sem sonha com a seleção  Me inspirei no foragido que faz da glock um avião  E o que tá na mansão exigindo do governo  Na sala do empresario se cagando de joelho  ,raiva/desgosto
Falto meu tratamento de loco não tem volta  Atraves do meu futuro inexistente da revolta  Seguindo a sua moda sem um pingo de esperança  Quem não foi visto vai ter morte sem lembrança,raiva/desgosto
A luta é racial  A luta é social  Mais ninguém se espanta  Porque a é guerra santa,raiva/desgosto
A madame se assustou a favela me deu dez  Quando eu entrei sem camisa de pistola no free jazz  Pra quem duvida ainda tem muito mais  Eu faço apologia não do crime e sim da paz  ,raiva/desgosto
"Mas, roupa branca sem pensar na maioria  Pedir paz sem justiça é utopia  A guerra me parece inevitável  Pra quem vive na posição desfavorável  ",raiva/desgosto
Sufocada amontoada aqui no morro  Se a população se revoltar não grite por socorro  É o armamento o povo que vai se formar  Veja seu descaso e arrogância no que vai parar,raiva/desgosto
A mão do destino tem  Mil dedos que não se vê  E lábios que finos são  Algemas para prender um rei,raiva/desgosto
"A mão que toca um violão se for preciso faz a guerra  Mata o mundo, fere a terra  A voz que canta uma canção se for preciso canta um  hino  ",raiva/desgosto
"Agora que já sou grande,  Sou da mesma opinião:  A mulher deve casar, meu irmão,  Mas o homem não!",raiva/desgosto
A mesma que assimila a dança com pornografia  Influência minha sobrinha e sua tia  Na frente do espelho imitando a coreografia  Incentivando a brutal pedofilia  ,raiva/desgosto
"A mim e a você  Pensa bem  Homem nenhum do mundo vai ter tanta paciência  Homem nenhum, nem pai, nem mãe  Nem a ciência  Vê se entende  Pára e pensa",raiva/desgosto
"A minha história é talvez  É talvez igual a tua, jovem que desceu do Norte  Que no sul viveu na rua  E ficou desnorteado, como é comum no seu tempo  E que ficou desapontado, como é comum no seu tempo  E que ficou apaixonado e violento como eu como você",raiva/desgosto
"A minha história é talvez  É talvez igual a tua, jovem que desceu do Norte  Que no sul viveu na rua  E que ficou desnorteado, como é comum no seu tempo  E que ficou desapontado, como é comum no seu tempo  E que ficou apaixonado e violento como eu como você",raiva/desgosto
De uma grande perda  Que eu não sei  Se é da direita ou da esquerda  E o que m'importa se a censura corta  ,raiva/desgosto
Da ponte pra ca  Do tuneo pra la  Da cohab adventista vila arapua  Eu ja falei pra voces  ,tristeza
O quarto fica quase escuro  Iluminado apenas pela letra h  Da palavra hotel  Escrita em neon,tristeza
A disfarçar a barriga  Dos risos da fantasia  Fingindo ter  Nos meus olhos  Um sol que nunca podia,tristeza
"Ser nada, desamparo de qualquer exílio  Ser a estrada que vazia reverbere a voz  Da vida e pulse toda  A vida pulse toda  ",tristeza
A face oculta da lua aparece na água do brejo.  Vitória régia: a ausência total de desejo.  Jóia de jade de onde a luz vem;  Lâmina/animal - espelho  Que tudo reflete e que nada retém.,tristeza
A garota de Bauru  Não é um sanduíche  A garota de Bauru  Não é um personagem triste,tristeza
"De ler no próprio destino  Sem poder mudar-lhe a sorte  É lucidez, desatino  De ler no próprio destino  Sem poder mudar-lhe a sorte",tristeza
"A maioria esmagadora  A voz da razão  Bom senso, uníssono,  Ensurdecedor",tristeza
"(Pode até rolar), deixa pra lá,  (Pode até voltar), deixa sangrar,  (Pode até doer), deixa eu dizer,   (Pode até não ser) ",tristeza
"- Ei, olha só o que eu achei: cavalos-marinhos  Sei que faço isso pra esquecer  Eu deixo a onda me acertar  E o vento vai levando tudo embora",tristeza
- Mataram meu filho!,tristeza
"- Ninguém sabe dele...  - Fez uma viagem ?  - Não, desapareceu.",tristeza
"- Parem por favor, isto dói  Eu sou  Eu sou  Eu sou",tristeza
"- Paulo, acorda, pensa no futuro que isso é ilusão  Os próprio preto não tá nem aí com isso não  Olha o tanto que eu sofri, que eu sou, o que eu fui  A inveja mata um, tem muita gente ruim",tristeza
"- Pô, mãe, não fala assim que eu nem durmo  Meu amor pela senhora já não cabe em Saturno.  Dinheiro é bom, quero sim, se essa é a pergunta  Mas a dona Ana fez de mim um homem e não uma puta! ",tristeza
"- Por favor, telefone! Eu preciso beber alguma coisa,  rapidamente…",tristeza
"- Tenho vinte e cinco anos de sonho e  De sangue e de América do Sul.  Por força deste destino,  Um tango argentino  Me vai bem melhor que um blues.  ",tristeza
-Vai com os anjos! Vai em paz  Era assim todo dia de tarde  A descoberta da amizade até a próxima vez.,tristeza
"¡Tchau Radar!  Eu vou saltar!  Não é nada fácil cara,  Euforia e depressão  Muitas flores no caminho  E uma pedra em cada mão",tristeza
"''É, mano, queria um vídeo-game  E de presente eu ganhei um cano  Não tem dia das crianças na periferia.''",tristeza
"Ah, se você entendesse  A beleza que trazem em si  Ah, se você entendesse  A beleza do amor  Que eu trago em meus olhos  Voltaria pra mim",tristeza
Meus olhos  Saudades que eu trago  Do amor de você  Meus olhos  Silêncio  Que espera de alguém  Que não vem,tristeza
Não vá outra vez meu amor  Não vá pra longe de mim  Esse negócio de saudade  Não foi feito pra mim  ,tristeza
(Assim a vida passou descontente  Ao som nesta prisão do grilhão duro  Que lástima ao pé que a sofre e sente.),tristeza
(Entre o sucesso e a lama)  (Pertenço aqui que loucura)  (Pobre ficou com a sorte)  (O preto vê mil chances de morrer)  (Quem não se acostumar com sistema enfrenta eles),tristeza
"(Eu sei, eu sei , eu sei) eu sei que eu, ah; eu queria estar contigo  Mas sei que não (não, não, não, não)  é permitido  E ouvido a voz desse desconhecido",tristeza
"O que é que você tem, conta pra mim  Não quero ver você triste assim  Não fique triste, o mundo é bom  A felicidade até existe  ",tristeza
"Enxugue a lágrima, pare de chorar  Você vai ver que tudo vai passar  Você vai sorrir outra vez ,  Que mal alguém lhe fez, conta pra mim  Não quero ver você triste assim",tristeza
"Olha ,vamos sair?  Prá que saber aonde ir  Eu só quero ver você sorrir  Enxugue a lágrima, não chore mais  ",tristeza
"Olha que céu azul, azul até demais  Esqueça o mal, pense só no bem  Que assim a felicidade um dia vem  Agora uma canção, canta pra mim  Não quero ver você tão triste assim.",tristeza
"Ai, quanto querer cabe em meu coração  Ai, me faz sofrer  Faz que me mata, se não mata, fere",tristeza
"É quando vejo você!  Que me vem como um sonho bom!  Pois saudade é amar  Um passado que não passou  Ai, quanto querer cabe em meu coração  Ai, me faz sofrer  Faz que me mata, se não mata, fere",tristeza
"(O que que eu tô fazendo aqui?)  (Não quero admitir)  (Agora é tarde, tarde, tarde...)  (Lamento)",tristeza
"(Partem tão tristes, os tristes)  Tão tristes, tão saudosos  Tão saudosos",tristeza
"(Pobre de mim, não sabia  Que o teu olhar sedutor  Não errava a pontaria  Como a pedra do pastor  Nota: Não usado no fado)",tristeza
(Por que não viver?)  Não viver nesse mundo.  (Porque não viver?)  Se não há outro mundo.  (Por que não viver?)  Não viver outro mundo.,tristeza
